sample_number,x1,y1,x2,y2,MFC6,MFC7,MFC8,MFC9,MFC10,MFC1,MFC2,MFC3,MFC4,MFC5,total flow rate,Comments,mfc10_residual,Day,number of leakage,quality
1852,,,,,,,,,,,,,,,0,repeat,,,1,
1853,12430,4600,13930,3600,,,,,,,,,,,0,,,,2,
1854,,,,,,,,,,,,,,,0,repeat,,,1,
1855,13930,3600,2680,2600,,,,,,,,,,,0,,,,2,
1856,,,,,,,,,,,,,,,0,repeat,,,1,
1857,2680,2600,6930,2850,,,,,,,,,,,0,,,,2,
1858,6930,2850,,,,,,,,,,,,,0,,,,1,
1859,6930,2850,3680,3350,,,,,,,,,,,0,,,,2,
1860,3680,3350,,,,,,,,,,,,,0,,,,1,
1861,3680,3350,5930,1350,,,,,,,,,,,0,,,,2,
1862,,,,,,,,,,,,,,,0,repeat,,,1,
1863,5930,1350,9930,2600,,,,,,,,,,,0,,,,2,
1864,9930,2600,,,,,,,,,,,,,0,,,,1,
1865,9930,2600,9430,4350,,,,,,,,,,,0,,,,2,
1866,,,,,,,,,,,,,,,0,repeat,,,1,
1867,9430,4350,2930,1600,,,,,,,,,,,0,,,,2,
1868,,,,,,,,,,,,,,,0,repeat,,,1,
1869,2930,1600,6180,2850,,,,,,,,,,,0,,,,2,
1870,6180,2850,,,,,,,,,,,,,0,,,,1,
1871,6180,2850,5430,4350,,,,,,,,,,,0,,,,2,
1872,5430,4350,,,,,,,,,,,,,0,,,,1,
1873,5430,4350,15930,4600,,,,,,,,,,,0,,,,2,
1874,15930,4600,,,,,,,,,,,,,0,,,,1,
1875,15930,4600,12430,1350,,,,,,,,,,,0,,,,2,
1876,12430,1350,,,,,,,,,,,,,0,,,,1,
1877,12430,1350,12430,2100,,,,,,,,,,,0,,,,2,
1878,12430,2100,,,,,,,,,,,,,0,,,,1,
1879,12430,2100,7930,2600,,,,,,,,,,,0,,,,2,
1880,7930,2600,,,,,,,,,,,,,0,,,,1,
1881,7930,2600,2930,1850,,,,,,,,,,,0,,,,2,
1882,,,,,,,,,,,,,,,0,repeat,,,1,
1883,2930,1850,8180,3600,,,,,,,,,,,0,,,,2,
1884,,,,,,,,,,,,,,,0,repeat,,,1,
1885,8180,3600,14430,350,,,,,,,,,,,0,,,,2,
1886,14430,350,,,,,,,,,,,,,0,,,,1,
1887,14430,350,9180,350,,,,,,,,,,,0,,,,2,
1888,,,,,,,,,,,,,,,0,repeat,,,1,
1889,9180,350,2180,3100,,,,,,,,,,,0,,,,2,
1890,,,,,,,,,,,,,,,0,repeat,,,1,
1891,2180,3100,3180,4600,,,,,,,,,,,0,,,,2,
1892,3180,4600,,,,,,,,,,,,,0,,,,1,
1893,3180,4600,930,4850,,,,,,,,,,,0,,,,2,
1894,930,4850,,,,,,,,,,,,,0,,,,1,
1895,930,4850,1930,2600,,,,,,,,,,,0,,,,2,
1896,1930,2600,,,,,,,,,,,,,0,,,,1,
1897,1930,2600,7180,5100,,,,,,,,,,,0,,,,2,
1898,7180,5100,,,,,,,,,,,,,0,,,,1,
1899,7180,5100,2180,3600,,,,,,,,,,,0,,,,2,
1900,2180,3600,,,,,,,,,,,,,0,,,,1,
1901,2180,3600,8930,3600,,,,,,,,,,,0,,,,2,
1902,,,,,,,,,,,,,,,0,repeat,,,1,
1903,8930,3600,4430,850,,,,,,,,,,,0,,,,2,
1904,,,,,,,,,,,,,,,0,repeat,,,1,
1905,4430,850,11430,3100,,,,,,,,,,,0,,,,2,
1906,,,,,,,,,,,,,,,0,repeat,,,1,
1907,11430,3100,14680,1850,,,,,,,,,,,0,,,,2,
1908,14680,1850,,,,,,,,,,,,,0,,,,1,
1909,14680,1850,11680,3850,,,,,,,,,,,0,,,,2,
1910,11680,3850,,,,,,,,,,,,,0,,,,1,
1911,11680,3850,7680,1850,,,,,,,,,,,0,,,,2,
1912,,,,,,,,,,,,,,,0,repeat,,,1,
1913,7680,1850,10680,4850,,,,,,,,,,,0,,,,2,
1914,10680,4850,,,,,,,,,,,,,0,,,,1,
1915,10680,4850,12680,3350,,,,,,,,,,,0,,,,2,
1916,12680,3350,,,,,,,,,,,,,0,,,,1,
1917,12680,3350,10930,350,,,,,,,,,,,0,,,,2,
1918,,,,,,,,,,,,,,,0,repeat,,,1,
1919,10930,350,3680,4600,,,,,,,,,,,0,,,,2,
1920,,,,,,,,,,,,,,,0,repeat,,,1,
1921,3680,4600,14180,1350,,,,,,,,,,,0,,,,2,
1922,,,,,,,,,,,,,,,0,repeat,,,1,
1923,14180,1350,12680,2100,,,,,,,,,,,0,,,,2,
1924,12680,2100,,,,,,,,,,,,,0,,,,1,
1925,12680,2100,6680,600,,,,,,,,,,,0,,,,2,
1926,,,,,,,,,,,,,,,0,repeat,,,1,
1927,6680,600,11180,2850,,,,,,,,,,,0,,,,2,
1928,11180,2850,,,,,,,,,,,,,0,,,,1,
1929,11180,2850,10180,2850,,,,,,,,,,,0,,,,2,
1930,,,,,,,,,,,,,,,0,repeat,,,1,
1931,10180,2850,15680,1100,,,,,,,,,,,0,,,,2,
1932,15680,1100,,,,,,,,,,,,,0,,,,1,
1933,15680,1100,3180,4350,,,,,,,,,,,0,,,,2,
1934,,,,,,,,,,,,,,,0,repeat,,,1,
1935,3180,4350,7930,4350,,,,,,,,,,,0,,,,2,
1936,,,,,,,,,,,,,,,0,repeat,,,1,
1937,7930,4350,12180,2600,,,,,,,,,,,0,,,,2,
1938,,,,,,,,,,,,,,,0,repeat,,,1,
1939,12180,2600,2930,2600,,,,,,,,,,,0,,,,2,
1940,,,,,,,,,,,,,,,0,repeat,,,1,
1941,2930,2600,2680,600,,,,,,,,,,,0,,,,2,
1942,2680,600,,,,,,,,,,,,,0,,,,1,
1943,2680,600,12430,3100,,,,,,,,,,,0,,,,2,
1944,,,,,,,,,,,,,,,0,repeat,,,1,
1945,12430,3100,12180,1850,,,,,,,,,,,0,,,,2,
1946,12180,1850,,,,,,,,,,,,,0,,,,1,
1947,12180,1850,680,2600,,,,,,,,,,,0,,,,2,
1948,,,,,,,,,,,,,,,0,repeat,,,1,
1949,680,2600,2930,3850,,,,,,,,,,,0,,,,2,
1950,,,,,,,,,,,,,,,0,repeat,,,1,
1951,2930,3850,12930,3600,,,,,,,,,,,0,,,,2,
1952,,,,,,,,,,,,,,,0,repeat,,,1,
1953,12930,3600,10430,5100,,,,,,,,,,,0,,,,2,
1954,10430,5100,,,,,,,,,,,,,0,,,,1,
1955,10430,5100,4180,850,,,,,,,,,,,0,,,,2,
1956,,,,,,,,,,,,,,,0,repeat,,,1,
1957,4180,850,3430,100,,,,,,,,,,,0,,,,2,
1958,3430,100,,,,,,,,,,,,,0,,,,1,
1959,3430,100,1180,1600,,,,,,,,,,,0,,,,2,
1960,,,,,,,,,,,,,,,0,repeat,,,1,
1961,1180,1600,4930,850,,,,,,,,,,,0,,,,2,
1962,4930,850,,,,,,,,,,,,,0,,,,1,
1963,4930,850,4180,4350,,,,,,,,,,,0,,,,2,
1964,4180,4350,,,,,,,,,,,,,0,,,,1,
1965,4180,4350,6180,1850,,,,,,,,,,,0,,,,2,
1966,,,,,,,,,,,,,,,0,repeat,,,1,
1967,6180,1850,5680,2850,,,,,,,,,,,0,,,,2,
1968,,,,,,,,,,,,,,,0,repeat,,,1,
1969,5680,2850,2180,600,,,,,,,,,,,0,,,,2,
1970,,,,,,,,,,,,,,,0,repeat,,,1,
1971,2180,600,6430,2100,,,,,,,,,,,0,,,,2,
1972,6430,2100,,,,,,,,,,,,,0,,,,1,
1973,6430,2100,13180,1600,,,,,,,,,,,0,,,,2,
1974,13180,1600,,,,,,,,,,,,,0,,,,1,
1975,13180,1600,6180,350,,,,,,,,,,,0,,,,2,
1976,,,,,,,,,,,,,,,0,repeat,,,1,
1977,6180,350,7930,1100,,,,,,,,,,,0,,,,2,
1978,,,,,,,,,,,,,,,0,repeat,,,1,
1979,7930,1100,2930,4850,,,,,,,,,,,0,,,,2,
1980,2930,4850,,,,,,,,,,,,,0,,,,1,
1981,2930,4850,1930,1350,,,,,,,,,,,0,,,,2,
1982,,,,,,,,,,,,,,,0,repeat,,,1,
1983,1930,1350,14930,2600,,,,,,,,,,,0,,,,2,
1984,,,,,,,,,,,,,,,0,repeat,,,1,
1985,14930,2600,12930,2350,,,,,,,,,,,0,,,,2,
1986,,,,,,,,,,,,,,,0,repeat,,,1,
1987,12930,2350,4680,4850,,,,,,,,,,,0,,,,2,
1988,4680,4850,,,,,,,,,,,,,0,,,,1,
1989,4680,4850,6430,4850,,,,,,,,,,,0,,,,2,
1990,,,,,,,,,,,,,,,0,repeat,,,1,
1991,6430,4850,6430,1350,,,,,,,,,,,0,,,,2,
1992,6430,1350,,,,,,,,,,,,,0,,,,1,
1993,6430,1350,11930,3350,,,,,,,,,,,0,,,,2,
1994,11930,3350,,,,,,,,,,,,,0,,,,1,
1995,11930,3350,14930,4850,,,,,,,,,,,0,,,,2,
1996,14930,4850,,,,,,,,,,,,,0,,,,1,
1997,14930,4850,6680,3100,,,,,,,,,,,0,,,,2,
1998,,,,,,,,,,,,,,,0,repeat,,,1,
1999,6680,3100,14430,2850,,,,,,,,,,,0,,,,2,
2000,1930,2100,14680,3350,0.066,0.0445,0.0236,0.0406,0.1471,0.1161,0.0453,0.0237,0.0354,0.0964,0.6387,,,,2,
2001,8430,1350,15430,2350,0.0178,0.0344,0.0457,0.052,0.1085,0.0184,0.0435,0.1075,0.0642,0.1541,0.6461,,,,2,
,,,,,,,,,,,,,,,,,,,,bad
